parameters, N, margin, status, nrounds, samplesUsed, samplesNeeded, nmvrs, failPct, neededStddev
"nruns=100 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.003, StatRejectNull, 1.11, 16114.26, 16114.259999999998, 32482.04, 0.0, 8488.53851687085
"nruns=100 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.005, StatRejectNull, 1.03, 6232.64, 6232.640000000001, 15398.86, 0.0, 4084.2817765673317
"nruns=100 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.006, StatRejectNull, 1.03, 4502.34, 4502.339999999997, 11073.96, 0.0, 2678.6003032180806
"nruns=100 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.004, StatRejectNull, 1.04, 8059.22, 8059.220000000004, 21781.28, 0.0, 5367.980219002303
"nruns=100 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.008, StatRejectNull, 1.07, 2617.92, 2617.92, 6668.94, 0.0, 1851.2225564745045
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.006, StatRejectNull, 1.1, 5879.02, 5879.0199999999995, 11820.55, 0.0, 3760.277963076666
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.002, StatRejectNull, 1.09, 24179.32, 24179.319999999996, 43144.88, 0.0, 12724.154459043635
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.003, StatRejectNull, 1.09, 15934.29, 15934.289999999995, 32322.63, 0.0, 9394.980262134668
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.005, StatRejectNull, 1.11, 7793.87, 7793.870000000001, 16264.83, 0.0, 5244.976376791414
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.004, StatRejectNull, 1.11, 11866.8, 11866.799999999997, 23073.51, 0.0, 7409.8247253224545
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.001, StatRejectNull, 1.11, 36532.96, 36032.960000000036, 49856.159999999996, 4.0, 14201.6803663921
"nruns=100 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.002, StatRejectNull, 1.13, 25486.41, 24486.499999999996, 43421.73, 0.0, 13589.555202801894
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.003, StatRejectNull, 1.16, 22408.89, 22408.890000000007, 33814.79, 0.0, 10070.468973086603
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.002, StatRejectNull, 1.19, 28785.13, 28785.129999999997, 43933.81, 0.0, 13536.166771767404
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.008, StatRejectNull, 1.21, 3943.99, 3943.9900000000002, 7263.66, 0.0, 2717.2117786252884
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.006, StatRejectNull, 1.22, 7425.36, 7425.359999999999, 13756.27, 0.0, 5415.994626142092
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.004, StatRejectNull, 1.22, 14556.23, 14556.229999999998, 26222.7, 0.0, 8939.736029497739
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.001, StatRejectNull, 1.22, 40759.28, 38259.289999999986, 49874.01, 10.0, 15495.634017396997
"nruns=100 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.001, StatRejectNull, 1.25, 36737.67, 29738.510000000002, 49880.95, 9.0, 16883.486693729064
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.005, StatRejectNull, 1.41, 12517.94, 12517.939999999999, 21676.11, 0.0, 7296.155436694039
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.008, StatRejectNull, 1.52, 5969.5, 5969.5, 10114.58, 0.0, 4338.554802004926
"nruns=100 cat=previous fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.008, StatRejectNull, 1.8, 3158.03, 3158.0300000000007, 16220.05, 0.0, 2503.5502250004897
"nruns=100 cat=previous fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.006, StatRejectNull, 1.8, 5336.47, 5336.470000000001, 19824.62, 0.0, 4305.1448162750585
"nruns=100 cat=previous fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.005, StatRejectNull, 1.96, 7208.93, 7208.929999999997, 24945.95, 0.0, 5277.968071625671
"nruns=100 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.01, StatRejectNull, 1.03, 1748.2, 1748.1999999999998, 4180.72, 0.0, 1050.5676275233309
"nruns=100 cat=previous fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.004, StatRejectNull, 1.98, 10876.04, 10876.039999999999, 30894.29, 0.0, 7392.102688572447
"nruns=100 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.012, StatRejectNull, 1.06, 1294.23, 1294.2300000000002, 3040.99, 0.0, 851.7915455673412
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.01, StatRejectNull, 1.12, 2200.23, 2200.23, 4502.92, 0.0, 1496.7996583043434
"nruns=100 cat=previous fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.003, StatRejectNull, 2.04, 15278.97, 15278.97, 31189.34, 0.0, 10761.841279683511
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.012, StatRejectNull, 1.16, 1775.42, 1775.4200000000003, 3209.34, 0.0, 1113.9375761684316
"nruns=100 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.016, StatRejectNull, 1.08, 742.79, 742.7900000000001, 1820.39, 0.0, 467.17577623417077
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.016, StatRejectNull, 1.16, 1016.68, 1016.6800000000001, 1936.86, 0.0, 711.8338553342346
"nruns=100 cat=previous fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.002, StatRejectNull, 2.13, 23894.04, 23894.04, 39865.61, 0.0, 12197.70151866326
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.01, StatRejectNull, 1.44, 3833.78, 3833.7800000000007, 6431.15, 0.0, 2777.7048208187994
"nruns=100 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.05, 572.77, 572.77, 1204.51, 0.0, 289.28487188237136
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.012, StatRejectNull, 1.52, 2850.27, 2850.269999999999, 4775.17, 0.0, 2108.9327862926307
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.016, StatRejectNull, 1.45, 1566.76, 1566.7600000000014, 2789.84, 0.0, 1574.5176665887238
"nruns=100 cat=previous fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.001, StatRejectNull, 2.13, 38068.94, 37568.939999999995, 46660.170000000006, 9.0, 13107.518321012722
"nruns=100 cat=previous fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.012, StatRejectNull, 1.66, 1444.65, 1444.6499999999994, 11251.27, 0.0, 1190.7299221485955
"nruns=100 cat=previous fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.016, StatRejectNull, 1.67, 930.47, 930.4699999999998, 6748.41, 0.0, 710.8265393891819
"nruns=100 cat=previous fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.01, StatRejectNull, 1.79, 2296.67, 2296.6699999999996, 13065.22, 0.0, 1851.5472775762441
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.28, 720.23, 720.2299999999997, 1355.34, 0.0, 505.1521128333523
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.45, 1042.2, 1042.2000000000005, 1803.25, 0.0, 907.0199115785714
"nruns=100 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.025, StatRejectNull, 1.11, 425.89, 425.8900000000001, 813.12, 0.0, 251.98614624617758
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.025, StatRejectNull, 1.14, 434.73, 434.73, 861.98, 0.0, 309.4955526336363
"nruns=100 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.03, StatRejectNull, 1.12, 310.11, 310.10999999999996, 619.98, 0.0, 179.41008304997797
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.025, StatRejectNull, 1.43, 729.69, 729.6899999999999, 1244.98, 0.0, 701.2554840427275
"nruns=100 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.008, StatRejectNull, 4.72, 5770.06, 5770.06, 6522.96, 0.0, 3653.807865282464
"nruns=100 cat=previous fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.68, 618.04, 618.04, 4772.32, 0.0, 420.2352655358662
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.03, StatRejectNull, 1.22, 390.84, 390.84000000000003, 674.04, 0.0, 292.71360474019656
"nruns=100 cat=previous fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.025, StatRejectNull, 1.57, 426.74, 426.74, 3682.91, 0.0, 271.6172166855407
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.03, StatRejectNull, 1.47, 603.45, 603.4500000000002, 959.12, 0.0, 574.0412071445743
"nruns=100 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.04, StatRejectNull, 1.2, 231.97, 231.97000000000006, 394.15, 0.0, 119.91242262584807
"nruns=100 cat=previous fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.03, StatRejectNull, 1.46, 330.78, 330.7799999999998, 1996.56, 0.0, 257.7318210854065
"nruns=100 cat=mixed fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.016, StatRejectNull, 2.79, 1402.51, 1402.5100000000004, 1589.03, 0.0, 1350.5748738592765
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.04, StatRejectNull, 1.18, 243.02, 243.01999999999998, 409.67, 0.0, 150.09023819023008
