parameters, N, margin, status, nrounds, samplesUsed, samplesNeeded, nmvrs, failPct, neededStddev
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.025, StatRejectNull, 1.22, 17624.99, 17624.99, 27752.88, 0.0, 6615.4319050157255
"nruns=100 cat=mixed fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.05, StatRejectNull, 2.35, 899.63, 899.63, 1039.95, 0.0, 685.9483166390891
"nruns=100 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.08, StatRejectNull, 1.3, 278.23, 278.23000000000013, 486.02, 0.0, 256.3624330903419
"nruns=100 cat=mixed fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.08, StatRejectNull, 1.55, 228.13, 228.13, 261.41, 0.0, 205.56247979628967
"nruns=100 cat=mixed fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.04, StatRejectNull, 2.62, 1668.48, 1668.48, 1963.0, 0.0, 1072.064909228914
"nruns=100 cat=mixed fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.03, StatRejectNull, 2.69, 6518.94, 6518.939999999999, 7628.31, 0.0, 2677.9290536532144
"nruns=100 cat=mixed fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.025, StatRejectNull, 2.05, 16370.88, 16370.88, 21553.55, 0.0, 4564.930262950355
"nruns=100 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.04, StatRejectNull, 1.0, 1622.3, 1622.2999999999995, 50000.0, 0.0, 1041.3819712286165
"nruns=100 cat=previous fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.04, StatRejectNull, 1.0, 1535.29, 1535.2899999999997, 50000.0, 0.0, 1066.6099220896083
"nruns=100 cat=previous fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.025, StatRejectNull, 1.0, 16615.2, 16615.200000000004, 49635.09, 0.0, 5398.134718585671
"nruns=100 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.03, StatRejectNull, 1.0, 6236.01, 6236.010000000002, 49757.98, 0.0, 2803.967269762613
"nruns=100 cat=previous fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.03, StatRejectNull, 1.0, 6270.01, 6270.010000000001, 49757.96, 0.0, 2820.6390818217064
"nruns=100 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.025, StatRejectNull, 1.0, 15800.14, 15800.14, 49635.1, 0.0, 4956.661277553672
