parameters, N, margin, status, nrounds, samplesUsed, samplesNeeded, nmvrs, failPct, neededStddev
"nruns=1000.0 fuzzPct=0.01 auditType=2.0 ", 50000, 0.1, StatRejectNull, 1.238, 705.427, 705.4270000000008, 1305.72, 0.0, 569.5114631603121
"nruns=1000.0 fuzzPct=0.01 auditType=2.0 ", 50000, 0.08, StatRejectNull, 1.235, 1144.604, 1144.6039999999998, 2101.442, 0.0, 901.2582322420146
"nruns=1000.0 fuzzPct=0.01 auditType=2.0 ", 50000, 0.07, StatRejectNull, 1.253, 1542.605, 1542.6049999999989, 2779.984, 0.0, 1167.7749205112261
"nruns=1000.0 fuzzPct=0.01 auditType=2.0 ", 50000, 0.06, StatRejectNull, 1.236, 2067.638, 2067.637999999995, 3738.574, 0.0, 1486.9653052294125
"nruns=1000.0 fuzzPct=0.01 auditType=2.0 ", 50000, 0.05, StatRejectNull, 1.229, 2923.822, 2923.8219999999997, 5337.155, 0.0, 2120.765895217104
"nruns=1000.0 fuzzPct=0.01 auditType=2.0 ", 50000, 0.04, StatRejectNull, 1.223, 4510.121, 4510.120999999999, 8131.032, 0.0, 3248.335448558077
"nruns=1000.0 fuzzPct=0.01 auditType=2.0 ", 50000, 0.03, StatRejectNull, 1.214, 7300.049, 7300.048999999997, 13414.546, 0.0, 4743.126435653915
"nruns=1000.0 fuzzPct=0.01 auditType=2.0 ", 50000, 0.02, StatRejectNull, 1.224, 13940.008, 13940.008000000016, 24308.496, 0.0, 7571.502336388473
