parameters, N, margin, status, nrounds, samplesUsed, samplesNeeded, nmvrs, failPct, neededStddev
"nruns=250.0 cat=noerror simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.05, StatRejectNull, 1.84, 398.828, 398.828, 472.916, 0.0, 427.2303341477521
"nruns=250.0 cat=previous simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.05, StatRejectNull, 1.336, 2074.0359999999996, 2074.036, 4210.668, 3.5999999999999996, 181.40177398611578
"nruns=250.0 cat=mixed simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.04, StatRejectNull, 1.96, 589.332, 589.3319999999997, 712.392, 0.0, 604.396788356788
"nruns=250.0 cat=noerror simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.025, StatRejectNull, 1.916, 1405.864, 1405.8639999999991, 1824.288, 0.0, 1235.9578267497639
"nruns=250.0 cat=noerror simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.04, StatRejectNull, 2.116, 712.16, 712.1600000000001, 807.66, 0.0, 566.1463188964495
"nruns=250.0 cat=mixed simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.03, StatRejectNull, 2.148, 1111.696, 1111.6960000000001, 1315.4, 0.0, 858.1965763063845
"nruns=250.0 cat=noerror simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.03, StatRejectNull, 2.224, 1185.656, 1185.6560000000006, 1408.872, 0.0, 972.6789571405359
"nruns=250.0 cat=mixed simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.07, StatRejectNull, 2.58, 337.496, 337.496, 377.488, 0.0, 231.38812844223446
"nruns=250.0 cat=mixed simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.05, StatRejectNull, 2.576, 532.14, 532.1399999999999, 592.268, 0.0, 358.1030695204944
"nruns=250.0 cat=fuzzPct simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.09, StatRejectNull, 1.148, 85.336, 85.33600000000001, 146.24, 0.0, 44.96424250446125
"nruns=250.0 cat=mixed simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.09, StatRejectNull, 1.348, 115.424, 115.424, 141.8, 0.0, 113.61519363183781
"nruns=250.0 cat=noerror simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.09, StatRejectNull, 1.228, 104.04, 104.04000000000005, 127.36, 0.0, 99.6096300565362
"nruns=250.0 cat=phantoms simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.08, StatRejectNull, 1.356, 189.756, 189.75600000000006, 239.552, 0.0, 137.99261017895125
"nruns=250.0 cat=mixed simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.1, StatRejectNull, 1.256, 92.104, 92.10400000000006, 111.892, 0.0, 85.07030729931564
"nruns=250.0 cat=noerror simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.1, StatRejectNull, 1.26, 92.352, 92.35199999999999, 112.504, 0.0, 89.48968709298295
"nruns=250.0 cat=previous simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.08, StatRejectNull, 1.216, 126.104, 126.10399999999993, 544.556, 0.0, 49.699951549272164
"nruns=250.0 cat=oracle simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.1, StatRejectNull, 1.388, 75.056, 75.05599999999998, 90.916, 0.0, 36.18614187779627
"nruns=250.0 cat=phantoms simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.1, StatRejectNull, 1.196, 104.96, 104.96000000000002, 133.62, 0.0, 88.31193803784403
"nruns=250.0 cat=previous simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.1, StatRejectNull, 1.152, 69.852, 69.85200000000002, 198.668, 0.0, 30.132343022075137
"nruns=250.0 cat=fuzzPct simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.1, StatRejectNull, 1.292, 99.124, 99.12400000000002, 131.724, 0.0, 49.73341556740297
"nruns=250.0 cat=phantoms simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.09, StatRejectNull, 1.304, 129.556, 129.55599999999995, 176.948, 0.0, 143.46190736219845
"nruns=250.0 cat=previous simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.09, StatRejectNull, 1.348, 330.576, 330.57600000000014, 991.316, 0.4, 47.52688902675627
"nruns=250.0 cat=oracle simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.025, StatRejectNull, 3.152, 1566.62, 1566.6200000000003, 1812.26, 0.0, 1138.7906513490525
"nruns=250.0 cat=oracle simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.09, StatRejectNull, 2.504, 140.892, 140.89199999999997, 157.796, 0.0, 54.81474560736371
"nruns=250.0 cat=mixed simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.025, StatRejectNull, 3.068, 2239.368, 2239.367999999998, 2588.408, 0.0, 1396.827872207596
