parameters, N, margin, status, nrounds, samplesUsed, samplesNeeded, nmvrs, failPct, neededStddev, mvrMargin
"nruns=1000 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.016, StatRejectNull, 1.0, 1043.522, 1043.5220000000004, 0.0, 0.0, 779.9765224133355, 0.01575833
"nruns=1000 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.01, StatRejectNull, 1.0, 4062.404, 4062.4040000000014, 0.0, 0.0, 3058.855238611989, 0.009830430000000006
"nruns=1000 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.006, StatRejectNull, 1.0, 9869.122, 9869.121999999996, 0.0, 0.0, 6628.099721874739, 0.005894249999999991
"nruns=1000 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.012, StatRejectNull, 1.0, 1642.701, 1642.7009999999996, 0.0, 0.0, 1253.611891136568, 0.011830499999999985
"nruns=1000 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.003, StatRejectNull, 1.0, 29781.013, 29781.01300000002, 0.0, 0.0, 15790.428661212163, 0.0029584400000000053
"nruns=1000 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.004, StatRejectNull, 1.0, 19153.035, 19153.035000000025, 0.0, 0.0, 11791.079173925302, 0.00392004
"nruns=1000 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.016, StatRejectNull, 1.0, 1774.111, 1774.1109999999992, 0.0, 0.0, 1476.8382337544622, 0.015780070000000004
"nruns=1000 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.016, StatRejectNull, 1.0, 1624.003, 1624.0030000000006, 0.0, 0.0, 1442.287990309495, 0.015771729999999987
"nruns=1000 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.006, StatRejectNull, 1.0, 4473.999, 4473.998999999993, 0.0, 0.0, 3242.6143762401052, 0.005891399999999999
"nruns=1000 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.012, StatRejectNull, 1.0, 2780.642, 2780.641999999997, 0.0, 0.0, 2193.2159419072264, 0.011845839999999988
"nruns=1000 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.008, StatRejectNull, 1.0, 6312.576, 6312.575999999997, 0.0, 0.0, 4363.732901796809, 0.007885550000000007
"nruns=1000 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.002, StatRejectNull, 1.0, 36575.15, 36575.150000000045, 0.0, 0.0, 20905.788013119723, 0.001986469999999997
"nruns=1000 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.004, StatRejectNull, 1.0, 12450.496, 12450.496000000017, 0.0, 0.0, 9167.368466249407, 0.003922890000000003
"nruns=1000 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.005, StatRejectNull, 1.0, 8708.049, 8708.049000000003, 0.0, 0.0, 6211.312300520638, 0.004903419999999999
"nruns=1000 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.005, StatRejectNull, 1.0, 13520.432, 13520.432, 0.0, 0.0, 8951.420379212226, 0.004933099999999998
"nruns=1000 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.008, StatRejectNull, 1.0, 6040.647, 6040.647, 0.0, 0.0, 4348.832784137714, 0.007879279999999995
"nruns=1000 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.004, StatRejectNull, 1.0, 19062.752, 19062.752, 0.0, 0.0, 11357.329909644091, 0.003944650000000004
"nruns=1000 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.005, StatRejectNull, 1.0, 13492.592, 13492.592000000006, 0.0, 0.0, 8835.472308458448, 0.004928650000000003
"nruns=1000 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.005, StatRejectNull, 1.0, 6291.442, 6291.441999999994, 0.0, 0.0, 4225.369786022993, 0.0049366199999999975
"nruns=1000 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.012, StatRejectNull, 1.0, 2738.672, 2738.6720000000005, 0.0, 0.0, 2238.7375117275346, 0.011845899999999996
"nruns=1000 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.01, StatRejectNull, 1.0, 2334.024, 2334.023999999998, 0.0, 0.0, 1752.3287441071093, 0.009844209999999994
"nruns=1000 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.006, StatRejectNull, 1.0, 6314.503, 6314.503000000005, 0.0, 0.0, 4691.750999785793, 0.005913059999999994
"nruns=1000 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.003, StatRejectNull, 1.0, 20584.085, 20584.084999999985, 0.0, 0.0, 13752.095110919454, 0.0029680700000000036
"nruns=1000 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.002, StatRejectNull, 1.0, 30138.297, 30138.297000000024, 0.0, 0.0, 18402.785101847785, 0.001961090000000001
"nruns=1000 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.003, StatRejectNull, 1.0, 29374.418, 29374.417999999987, 0.0, 0.0, 16578.631039904223, 0.002957549999999999
"nruns=1000 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.008, StatRejectNull, 1.0, 2765.687, 2765.687000000003, 0.0, 0.0, 1909.5361711763946, 0.007882740000000001
"nruns=1000 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.01, StatRejectNull, 1.0, 4049.565, 4049.564999999997, 0.0, 0.0, 3019.280317190672, 0.009865610000000007
"nruns=1000 cat=oracle fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.012, StatRejectNull, 1.0, 1359.907, 1359.9069999999986, 0.0, 0.0, 941.5856903920102, 0.01182080999999998
"nruns=1000 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.006, StatRejectNull, 1.0, 9504.748, 9504.748000000014, 0.0, 0.0, 6688.457789243797, 0.005913399999999993
