parameters, N, margin, status, nrounds, samplesUsed, samplesNeeded, nmvrs, failPct, neededStddev
"nruns=100.0 cat=previous simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.015, StatRejectNull, 1.61, 7272.49, 7272.49, 10062.7, 13.0, 756.3675932078006
"nruns=100.0 cat=oracle simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.01, StatRejectNull, 3.7, 1629.94, 1629.94, 1858.11, 0.0, 1099.1973418817934
"nruns=100.0 cat=oracle simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.00752, StatRejectNull, 4.0, 2443.48, 2443.4799999999987, 2775.2, 0.0, 2016.1730058702801
"nruns=100.0 cat=noerror simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.01, StatRejectNull, 3.89, 3610.95, 3610.949999999999, 4133.39, 0.0, 2833.7441570297065
"nruns=100.0 cat=oracle simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.005, StatRejectNull, 4.81, 4957.71, 4957.710000000001, 5689.98, 0.0, 4425.14856540433
"nruns=100.0 cat=noerror simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.00752, StatRejectNull, 4.69, 6266.68, 6266.68, 7004.13, 0.0, 4401.733574127356
"nruns=100.0 cat=previous simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.01, StatRejectNull, 1.61, 14351.42, 14351.42, 18272.48, 26.0, 1576.2213352158005
"nruns=100.0 cat=previous simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.00752, StatRejectNull, 1.49, 17031.6, 17031.6, 20966.29, 30.0, 2887.8923117182944
"nruns=100.0 cat=previous simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.005, StatRejectNull, 1.54, 21067.79, 21067.79, 24783.75, 35.0, 5782.183188229901
"nruns=100.0 cat=noerror simFuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.005, StatRejectNull, 4.97, 10487.89, 10487.890000000001, 11867.98, 0.0, 7123.216294476814
