parameters, N, margin, status, nrounds, samplesUsed, samplesNeeded, nmvrs, failPct, neededStddev, mvrMargin
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.03, StatRejectNull, 1.0, 99940.89, 99940.95, 94000.0, 94.0, 26.302196781934455, -0.020409600000000007
"nruns=100 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.016, StatRejectNull, 1.0, 99866.22, 99866.3, 92000.0, 92.0, 19.29863984844396, -0.03419550000000002
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.002, StatRejectNull, 1.0, 99976.68, 99976.69, 99000.0, 99.0, 0.0, -0.04800370000000001
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.02, StatRejectNull, 1.0, 99865.03, 99865.12, 91000.0, 91.0, 34.3090529031485, -0.030248899999999995
"nruns=100 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.03, StatRejectNull, 1.0, 99948.95, 99949.0, 95000.0, 95.0, 34.85398112124226, -0.020509700000000006
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.008, MinMargin, 0.0, 100000.0, 100000.0, 100000.0, 100.0, 0.0, -0.04198139999999999
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.016, StatRejectNull, 1.0, 99847.43, 99847.52, 91000.0, 91.0, 25.288459281646688, -0.0342618
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.005, StatRejectNull, 1.0, 99933.04, 99933.07, 97000.0, 97.0, 10.98483803552272, -0.04510770000000001
"nruns=100 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.025, StatRejectNull, 1.0, 99913.25, 99913.32, 93000.0, 93.0, 37.22792456405485, -0.025383699999999988
"nruns=100 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.001, StatRejectNull, 1.0, 99975.89, 99975.9, 99000.0, 99.0, 0.0, -0.049033600000000004
"nruns=100 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.01, StatRejectNull, 1.0, 99940.33, 99940.36, 97000.0, 97.0, 19.510680835549195, -0.040182699999999995
"nruns=100 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.012, StatRejectNull, 1.0, 99944.38, 99944.41, 97000.0, 97.0, 20.992061991778385, -0.038213699999999996
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.025, StatRejectNull, 1.0, 99925.01, 99925.06999999999, 94000.0, 94.0, 18.550980806656277, -0.0253984
"nruns=100 cat=phantoms fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.003, StatRejectNull, 1.0, 99907.6, 99907.64, 96000.0, 96.0, 16.38596960817566, -0.0471292
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.001, MinMargin, 0.0, 100000.0, 100000.0, 100000.0, 100.0, 0.0, -0.049082
"nruns=100 cat=fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 100000, 0.001, StatRejectNull, 1.0, 99952.44, 99952.46, 98000.0, 98.0, 19.0, -0.04907340000000002
