parameters, N, margin, status, nrounds, samplesUsed, notUsed, nmvrs, failPct, usedStddev, mvrMargin, extra/nrounds
"nruns=1000.0 fuzzMvrs=0.003 ", 50000, 0.10000000000000009, StatRejectNull, 1.099, 64.78299999999977, 0.0, 65.523, 0.0, 18.236938092783014, 0.0, 0.704
"nruns=1000.0 fuzzMvrs=0.003 ", 50000, 0.08000000000000007, StatRejectNull, 1.09, 80.9470000000001, 0.0, 82.044, 0.0, 22.659483467193162, 0.0, 1.055
"nruns=1000.0 fuzzMvrs=0.004 ", 50000, 0.08000000000000007, StatRejectNull, 1.135, 82.42900000000007, 0.0, 84.22, 0.0, 26.203147883412758, 0.0, 1.7275
"nruns=1000.0 fuzzMvrs=0.004 ", 50000, 0.07000000000000006, StatRejectNull, 1.195, 99.62099999999994, 0.0, 101.491, 0.0, 37.916847957075774, 0.0, 1.7378333333333336
"nruns=1000.0 fuzzMvrs=0.005 ", 50000, 0.07000000000000006, StatRejectNull, 1.226, 99.21799999999992, 0.0, 102.084, 0.0, 38.911598219554016, 0.0, 2.667333333333333
"nruns=1000.0 fuzzMvrs=0.003 ", 50000, 0.09000000000000008, StatRejectNull, 1.099, 72.282, 0.0, 73.1, 0.0, 19.925673790364037, 0.0, 0.771
"nruns=1000.0 fuzzMvrs=0.005 ", 50000, 0.10000000000000009, StatRejectNull, 1.155, 67.115, 0.0, 68.235, 0.0, 23.666553931656374, 0.0, 1.0655
"nruns=1000.0 fuzzMvrs=0.004 ", 50000, 0.040000000000000036, StatRejectNull, 1.323, 187.96400000000003, 0.0, 194.388, 0.0, 92.56547252620709, 0.0, 5.610416666666666
"nruns=1000.0 fuzzMvrs=0.004 ", 50000, 0.014999999999999902, StatRejectNull, 1.762, 675.3069999999985, 0.0, 713.88, 0.0, 493.15465196122796, 0.0, 30.066255555555557
"nruns=1000.0 fuzzMvrs=0.004 ", 50000, 0.030000000000000027, StatRejectNull, 1.419, 270.2270000000004, 0.0, 281.846, 0.0, 159.8874775302931, 0.0, 9.94125
"nruns=1000.0 fuzzMvrs=0.004 ", 50000, 0.09000000000000008, StatRejectNull, 1.144, 73.72600000000014, 0.0, 74.716, 0.0, 23.679377610064027, 0.0, 0.973
"nruns=1000.0 fuzzMvrs=0.004 ", 50000, 0.06000000000000005, StatRejectNull, 1.219, 117.83500000000002, 0.0, 120.521, 0.0, 47.65366486431028, 0.0, 2.4973333333333336
"nruns=1000.0 fuzzMvrs=0.005 ", 50000, 0.06000000000000005, StatRejectNull, 1.227, 117.71900000000002, 0.0, 121.001, 0.0, 49.87630739138576, 0.0, 3.1051666666666664
"nruns=1000.0 fuzzMvrs=0.005 ", 50000, 0.014999999999999902, StatRejectNull, 1.925, 753.8700000000002, 0.0, 803.856, 0.0, 574.603965440546, 0.0, 37.75606666666665
