parameters, N, margin, status, nrounds, samplesUsed, samplesNeeded, nmvrs, failPct, neededStddev
"nruns=10 cat=fuzzPct fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.05, StatRejectNull, 1.0, 319.4, 319.40000000000003, 642.1, 0.0, 176.48977307481587
"nruns=10 cat=oracle fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.03, StatRejectNull, 1.0, 1003.7, 1003.6999999999999, 2430.9, 0.0, 642.6683514846519
"nruns=10 cat=oracle fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.015, StatRejectNull, 1.0, 2598.9, 2598.8999999999996, 8451.4, 0.0, 1127.2900647127162
"nruns=10 cat=fuzzPct fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.0, 1419.6, 1419.6, 4565.7, 0.0, 854.8011698634953
"nruns=10 cat=2*fuzzPct fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.03, StatRejectNull, 1.2, 1071.6, 1071.6000000000001, 2037.2, 0.0, 798.0691949950204
"nruns=10 cat=2*fuzzPct fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.04, StatRejectNull, 1.2, 618.3, 618.3, 1338.8, 0.0, 639.9656318897132
"nruns=10 cat=2*fuzzPct fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.015, StatRejectNull, 1.2, 5148.6, 5148.599999999999, 9245.8, 0.0, 3477.8567308041884
"nruns=10 cat=fuzzPct/2 fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.015, StatRejectNull, 1.2, 3628.0, 3628.0, 9956.9, 0.0, 2628.0292996844614
"nruns=10 cat=fuzzPct fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.015, StatRejectNull, 1.3, 4751.6, 4751.6, 9052.9, 0.0, 3840.375403525025
"nruns=10 cat=noerror fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.01, StatRejectNull, 1.1, 11945.7, 11945.699999999999, 23411.0, 0.0, 7730.091565434396
"nruns=10 cat=2*fuzzPct fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.00752, StatRejectNull, 1.0, 10523.1, 10523.099999999999, 28977.9, 0.0, 8212.387088417106
"nruns=10 cat=fuzzPct/2 fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.00752, StatRejectNull, 1.0, 17246.4, 17246.399999999998, 32404.2, 0.0, 8292.826854577394
"nruns=10 cat=fuzzPct/2 fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.01, StatRejectNull, 1.0, 8046.5, 8046.499999999999, 19672.1, 0.0, 3588.7607122793793
"nruns=10 cat=fuzzPct fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.03, StatRejectNull, 1.1, 914.7, 914.6999999999999, 2194.8, 0.0, 865.2051837570092
"nruns=10 cat=oracle fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.05, StatRejectNull, 1.2, 390.0, 389.99999999999994, 672.1, 0.0, 167.95713738927563
"nruns=10 cat=fuzzPct fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.04, StatRejectNull, 1.3, 639.0, 639.0, 1370.9, 0.0, 697.2604965147531
"nruns=10 cat=fuzzPct/2 fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.05, StatRejectNull, 1.2, 459.9, 459.9, 882.8, 0.0, 352.2787106823232
"nruns=10 cat=oracle fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.00752, StatRejectNull, 1.1, 10406.9, 10406.900000000001, 33061.9, 0.0, 6816.007195565451
"nruns=10 cat=noerror fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.00752, StatRejectNull, 1.1, 14960.4, 14960.4, 32441.0, 0.0, 9252.868389856196
"nruns=10 cat=noerror fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.03, StatRejectNull, 1.7, 2213.1, 2213.1, 3330.1, 0.0, 1454.8900611386414
"nruns=10 cat=oracle fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.04, StatRejectNull, 1.1, 557.0, 557.0, 1204.8, 0.0, 323.6862678582457
"nruns=10 cat=oracle fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.1, 2168.8, 2168.8, 5197.0, 0.0, 1162.682914641821
"nruns=10 cat=2*fuzzPct fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.1, 1956.1, 1956.1000000000001, 4617.6, 0.0, 1087.6098978953805
"nruns=10 cat=fuzzPct fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.005, StatRejectNull, 1.0, 23528.9, 23528.9, 44538.2, 0.0, 9482.781432153755
