parameters, N, margin, status, nrounds, samplesUsed, samplesNeeded, nmvrs, failPct, neededStddev
"nruns=100 cat=2*fuzzPct fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.17, 689.93, 689.9300000000002, 1242.52, 0.0, 394.3307559650908
"nruns=100 cat=2*fuzzPct fuzzPct=0.03 mvrsFuzzPct=0.03 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.21, 1843.55, 1843.5500000000002, 3564.89, 0.0, 1311.621556509346
"nruns=100 cat=fuzzPct fuzzPct=0.005 mvrsFuzzPct=0.005 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.31, 591.32, 591.32, 923.09, 0.0, 371.6671866065123
"nruns=100 cat=fuzzPct/2 fuzzPct=0.005 mvrsFuzzPct=0.005 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.38, 602.74, 602.74, 981.49, 0.0, 436.1825218873402
"nruns=100 cat=noerror fuzzPct=0.01 mvrsFuzzPct=0.01 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.43, 991.34, 991.3399999999997, 1787.96, 0.0, 894.1422170997182
"nruns=100 cat=noerror fuzzPct=0.02 mvrsFuzzPct=0.02 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.53, 2154.75, 2154.7499999999986, 3415.51, 0.0, 1587.2591368456506
"nruns=100 cat=noerror fuzzPct=0.005 mvrsFuzzPct=0.005 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.46, 790.65, 790.6500000000001, 1254.7, 0.0, 713.5001804484704
"nruns=100 cat=noerror fuzzPct=0.04 mvrsFuzzPct=0.04 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.51, 4476.12, 4476.12, 7207.36, 0.0, 3057.0336415551587
"nruns=100 cat=noerror fuzzPct=0.03 mvrsFuzzPct=0.03 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.6, 3296.02, 3296.0200000000004, 5399.93, 0.0, 2198.359188030928
"nruns=100 cat=oracle fuzzPct=0.07 mvrsFuzzPct=0.07 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.01, 3116.54, 3116.5400000000004, 9234.88, 0.0, 2081.8664386554674
"nruns=100 cat=noerror fuzzPct=0.06 mvrsFuzzPct=0.06 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.52, 7422.8, 7422.800000000001, 11749.24, 0.0, 3946.111546826826
"nruns=100 cat=noerror fuzzPct=0.05 mvrsFuzzPct=0.05 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.63, 5984.64, 5984.64, 9604.81, 0.0, 3419.2547010130725
"nruns=100 cat=2*fuzzPct fuzzPct=0.07 mvrsFuzzPct=0.07 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.06, 4017.69, 4017.69, 9555.09, 0.0, 2713.7534622548155
"nruns=100 cat=oracle fuzzPct=0.08 mvrsFuzzPct=0.08 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.0, 3511.38, 3511.380000000001, 10987.2, 0.0, 2505.8876542255443
"nruns=100 cat=fuzzPct fuzzPct=0.07 mvrsFuzzPct=0.07 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.04, 4002.18, 4002.1800000000007, 9257.44, 0.0, 2814.9003832462695
"nruns=100 cat=fuzzPct/2 fuzzPct=0.07 mvrsFuzzPct=0.07 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.05, 3856.13, 3856.129999999999, 9514.88, 0.0, 3027.9313653218774
"nruns=100 cat=oracle fuzzPct=0.09 mvrsFuzzPct=0.09 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.01, 4521.59, 4521.590000000002, 13179.24, 0.0, 2721.244212102251
"nruns=100 cat=fuzzPct fuzzPct=0.09 mvrsFuzzPct=0.09 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.02, 5580.27, 5580.269999999998, 13315.1, 0.0, 3338.5492683349753
"nruns=100 cat=2*fuzzPct fuzzPct=0.08 mvrsFuzzPct=0.08 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.04, 4579.56, 4579.559999999996, 11394.95, 0.0, 3402.178491261151
"nruns=100 cat=fuzzPct fuzzPct=0.08 mvrsFuzzPct=0.08 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.06, 4905.68, 4905.679999999999, 11646.29, 0.0, 3797.588129010306
"nruns=100 cat=oracle fuzzPct=0.1 mvrsFuzzPct=0.1 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.01, 5180.05, 5180.050000000002, 15822.36, 0.0, 3080.7992092150375
"nruns=100 cat=2*fuzzPct fuzzPct=0.1 mvrsFuzzPct=0.1 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.0, 5481.83, 5481.83, 15501.01, 0.0, 3341.101246759816
"nruns=100 cat=fuzzPct fuzzPct=0.1 mvrsFuzzPct=0.1 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.02, 5812.69, 5812.690000000002, 15892.74, 0.0, 4408.527358869399
"nruns=100 cat=2*fuzzPct fuzzPct=0.09 mvrsFuzzPct=0.09 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.05, 5578.51, 5578.509999999998, 13573.63, 0.0, 3861.9639213617734
"nruns=100 cat=fuzzPct/2 fuzzPct=0.1 mvrsFuzzPct=0.1 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.03, 6482.27, 6482.269999999999, 15899.8, 0.0, 4425.129326596005
"nruns=100 cat=oracle fuzzPct=0.11 mvrsFuzzPct=0.11 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.02, 5589.58, 5589.58, 18505.36, 0.0, 4117.75755765198
"nruns=100 cat=fuzzPct fuzzPct=0.11 mvrsFuzzPct=0.11 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.04, 7196.09, 7196.090000000001, 18820.67, 0.0, 5150.730049410472
"nruns=100 cat=fuzzPct/2 fuzzPct=0.08 mvrsFuzzPct=0.08 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.1, 5439.1, 5439.100000000001, 11678.75, 0.0, 3746.968439952491
"nruns=100 cat=fuzzPct/2 fuzzPct=0.09 mvrsFuzzPct=0.09 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.07, 5862.98, 5862.9800000000005, 13942.02, 0.0, 4062.208672581949
"nruns=100 cat=oracle fuzzPct=0.12 mvrsFuzzPct=0.12 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.0, 6128.64, 6128.640000000002, 20819.6, 0.0, 3896.631600549377
"nruns=100 cat=fuzzPct/2 fuzzPct=0.11 mvrsFuzzPct=0.11 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.0, 7109.11, 7109.1100000000015, 18395.67, 0.0, 4282.7621318373485
"nruns=100 cat=fuzzPct fuzzPct=0.12 mvrsFuzzPct=0.12 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.03, 7956.01, 7956.01, 21233.52, 0.0, 5764.641406878663
"nruns=100 cat=2*fuzzPct fuzzPct=0.11 mvrsFuzzPct=0.11 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.06, 7348.15, 7348.150000000001, 19134.43, 0.0, 4930.685403420096
"nruns=100 cat=2*fuzzPct fuzzPct=0.12 mvrsFuzzPct=0.12 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.02, 6835.2, 6835.200000000005, 21226.86, 0.0, 4843.767131066481
"nruns=100 cat=fuzzPct/2 fuzzPct=0.12 mvrsFuzzPct=0.12 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.02, 8938.99, 8938.989999999998, 21195.98, 0.0, 5341.563068044785
"nruns=100 cat=noerror fuzzPct=0.07 mvrsFuzzPct=0.07 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.38, 8140.18, 8140.180000000001, 13026.19, 0.0, 4604.021343086933
"nruns=100 cat=oracle fuzzPct=0.13 mvrsFuzzPct=0.13 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.01, 7759.89, 7759.889999999999, 23973.57, 0.0, 4591.303581544134
"nruns=100 cat=2*fuzzPct fuzzPct=0.14 mvrsFuzzPct=0.14 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.0, 9380.23, 9380.229999999994, 26618.57, 0.0, 5790.097323629371
"nruns=100 cat=fuzzPct fuzzPct=0.13 mvrsFuzzPct=0.13 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.02, 7510.48, 7510.479999999998, 24062.45, 0.0, 5493.734000622891
"nruns=100 cat=noerror fuzzPct=0.08 mvrsFuzzPct=0.08 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.42, 10112.85, 10112.85, 16349.52, 0.0, 5603.843412114583
"nruns=100 cat=noerror fuzzPct=0.09 mvrsFuzzPct=0.09 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.41, 11230.91, 11230.910000000003, 19174.74, 0.0, 6106.206542682617
"nruns=100 cat=noerror fuzzPct=0.12 mvrsFuzzPct=0.12 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.18, 14500.66, 14500.660000000005, 24395.75, 0.0, 6360.2647920035515
"nruns=100 cat=noerror fuzzPct=0.11 mvrsFuzzPct=0.11 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.27, 13175.36, 13175.360000000004, 23201.82, 0.0, 6994.177820902184
"nruns=100 cat=2*fuzzPct fuzzPct=0.13 mvrsFuzzPct=0.13 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.01, 7640.44, 7640.440000000001, 24056.36, 0.0, 5329.793473146967
"nruns=100 cat=noerror fuzzPct=0.13 mvrsFuzzPct=0.13 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.15, 15113.87, 15113.87, 27292.11, 0.0, 8081.049030484841
"nruns=100 cat=noerror fuzzPct=0.1 mvrsFuzzPct=0.1 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.39, 13549.6, 13549.599999999993, 23102.77, 0.0, 6362.906189784664
"nruns=100 cat=fuzzPct/2 fuzzPct=0.13 mvrsFuzzPct=0.13 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.01, 8706.67, 8706.669999999998, 23904.8, 0.0, 5789.187198657511
"nruns=100 cat=oracle fuzzPct=0.14 mvrsFuzzPct=0.14 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.0, 6714.48, 6714.479999999997, 26477.31, 0.0, 3847.6980065488506
"nruns=100 cat=fuzzPct fuzzPct=0.14 mvrsFuzzPct=0.14 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.01, 8937.27, 8937.270000000002, 26760.53, 0.0, 6940.365700530484
"nruns=100 cat=fuzzPct/2 fuzzPct=0.14 mvrsFuzzPct=0.14 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.0, 10097.65, 10097.650000000001, 26709.25, 0.0, 6171.007393246259
"nruns=100 cat=noerror fuzzPct=0.14 mvrsFuzzPct=0.14 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.13, 18579.39, 18579.390000000014, 29603.59, 0.0, 7570.125945973423
"nruns=100 cat=oracle fuzzPct=0.15 mvrsFuzzPct=0.15 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.0, 7561.52, 7561.52, 29848.77, 0.0, 4728.049850583218
"nruns=100 cat=fuzzPct fuzzPct=0.15 mvrsFuzzPct=0.15 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.01, 9166.93, 9166.93, 30051.02, 0.0, 6059.5720265626005
"nruns=100 cat=2*fuzzPct fuzzPct=0.15 mvrsFuzzPct=0.15 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.0, 9177.37, 9177.370000000003, 29946.1, 0.0, 5151.104940990816
"nruns=100 cat=fuzzPct/2 fuzzPct=0.15 mvrsFuzzPct=0.15 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.0, 9821.65, 9821.649999999998, 29821.17, 0.0, 6127.249876371942
"nruns=100 cat=noerror fuzzPct=0.15 mvrsFuzzPct=0.15 auditType=3.0 ", 50000, 0.02, StatRejectNull, 1.08, 19105.12, 19105.119999999995, 31288.17, 0.0, 7559.841220925213
